Województwo,Nr okręgu,Kod gminy,Gmina,Powiat,Obwody,Uprawnieni,Karty wydane,Głosy oddane,Głosy nieważne,Głosy ważne,Dariusz Maciej GRABOWSKI,Piotr IKONOWICZ,Jarosław KALINOWSKI,Janusz KORWIN-MIKKE,Marian KRZAKLEWSKI,Aleksander KWAŚNIEWSKI,Andrzej LEPPER,Jan ŁOPUSZAŃSKI,Andrzej Marian OLECHOWSKI,Bogdan PAWŁOWSKI,Lech WAŁĘSA,Tadeusz Adam WILECKI
MAŁOPOLSKIE,25,121010,Łososina Dolna,nowosądecki,7,6566,3901,3901,68,3833,16,0,385,18,1483,856,179,37,747,6,101,5
MAŁOPOLSKIE,25,120708,Łukowica,limanowski,6,6166,3679,3678,102,3576,16,5,332,17,1088,1195,196,22,596,4,99,6
MAŁOPOLSKIE,25,120506,Łużna,gorlicki,6,5851,3348,3348,66,3282,10,9,452,23,793,1249,188,23,453,8,64,10
MAŁOPOLSKIE,25,120507,Moszczenica,gorlicki,3,3450,1720,1720,40,1680,5,3,156,14,383,666,150,25,246,1,28,3
MAŁOPOLSKIE,25,120702,Mszana Dolna,limanowski,3,5154,3225,3225,24,3201,23,10,129,36,1120,960,54,25,795,1,47,1
MAŁOPOLSKIE,25,120709,Mszana Dolna gm.,limanowski,10,10824,6141,6135,120,6015,11,3,613,30,2767,1136,180,62,1131,2,75,5
MAŁOPOLSKIE,25,121011,Muszyna,nowosądecki,7,7963,4723,4723,71,4652,25,8,205,33,1008,2133,136,50,990,2,57,5
MAŁOPOLSKIE,25,121012,Nawojowa,nowosądecki,7,4854,2911,2910,69,2841,13,6,292,28,1040,819,103,29,455,1,52,3
MAŁOPOLSKIE,25,120710,Niedźwiedź,limanowski,4,4372,2129,2125,36,2089,7,2,167,34,781,630,71,16,324,1,54,2
MAŁOPOLSKIE,25,126201,Nowy Sącz,Nowy Sącz,41,62104,40984,40932,356,40576,251,62,757,754,9617,17302,480,413,10120,50,708,62
MAŁOPOLSKIE,25,121013,Piwniczna,nowosądecki,8,7414,4092,4092,76,4016,15,3,138,28,1245,1303,110,26,1048,8,86,6
MAŁOPOLSKIE,25,121014,Podegrodzie,nowosądecki,12,7501,4562,4561,93,4468,12,6,481,40,1448,1282,258,21,810,6,95,9
MAŁOPOLSKIE,25,120508,Ropa,gorlicki,4,3401,2045,2044,40,2004,2,8,141,8,694,664,87,26,320,5,45,4
MAŁOPOLSKIE,25,121015,Rytro,nowosądecki,2,2587,1563,1562,25,1537,8,3,46,10,586,452,30,8,360,1,30,3
MAŁOPOLSKIE,25,120509,Sękowa,gorlicki,6,3438,1866,1866,35,1831,8,0,154,19,313,891,83,6,326,0,30,1
MAŁOPOLSKIE,25,120711,Słopnice,limanowski,5,3726,2235,2235,60,2175,12,6,243,5,1001,407,82,8,376,5,26,4
MAŁOPOLSKIE,25,121016,Stary Sącz,nowosądecki,15,15087,9509,9508,128,9380,41,11,506,107,2903,3036,201,113,2233,11,193,25
MAŁOPOLSKIE,25,120712,Tymbark,limanowski,4,4129,2645,2642,46,2596,11,2,273,11,950,704,57,34,505,5,35,9
MAŁOPOLSKIE,25,120510,Uście Gorlickie,gorlicki,10,4401,2542,2542,44,2498,12,2,197,13,336,1534,106,4,264,0,28,2
MAŁOPOLSKIE,26,121702,Biały Dunajec,tatrzański,6,4861,2475,2475,50,2425,5,2,85,20,1310,226,68,26,603,0,76,4
MAŁOPOLSKIE,26,121503,Budzów,suski,6,5762,3127,3126,101,3025,20,8,328,22,823,1052,171,13,492,3,80,13
MAŁOPOLSKIE,26,121703,Bukowina Tatrzańska,tatrzański,10,8550,5223,5216,88,5128,17,4,146,34,2746,627,88,36,1295,0,129,6
MAŁOPOLSKIE,26,121504,Bystra-Sidzina,suski,3,4381,2607,2607,62,2545,11,1,226,21,1124,644,105,17,350,0,41,5
MAŁOPOLSKIE,26,121103,Czarny Dunajec,nowotarski,21,14446,7613,7610,168,7442,15,7,321,61,3501,1297,353,44,1597,7,224,15
MAŁOPOLSKIE,26,121104,Czorsztyn,nowotarski,7,4802,2705,2705,77,2628,11,7,130,10,499,909,63,7,933,1,55,3
MAŁOPOLSKIE,26,121105,Jabłonka,nowotarski,10,11324,6074,6067,127,5940,25,6,206,47,2676,1175,278,45,1264,4,207,7
MAŁOPOLSKIE,26,121501,Jordanów,suski,2,3828,2435,2435,27,2408,10,5,107,16,624,1043,39,19,492,0,44,9
MAŁOPOLSKIE,26,121505,Jordanów gm.,suski,6,7279,4444,4443,94,4349,19,7,354,26,1496,1235,216,36,852,4,95,9
MAŁOPOLSKIE,26,121704,Kościelisko,tatrzański,4,5722,3032,3029,56,2973,8,1,84,45,1094,606,109,20,936,1,64,5
MAŁOPOLSKIE,26,121106,Krościenko nad Dunajcem,nowotarski,5,4646,2469,2469,46,2423,6,4,104,19,518,1061,61,17,571,3,59,0
MAŁOPOLSKIE,26,121107,Lipnica Wielka,nowotarski,5,3605,2037,2037,49,1988,8,0,107,10,873,484,63,8,384,2,47,2
MAŁOPOLSKIE,26,121108,Łapsze Niżne,nowotarski,9,6015,3230,3230,100,3130,15,2,191,17,886,1192,121,30,601,1,72,2
MAŁOPOLSKIE,26,121506,Maków Podhalański,suski,11,11882,7354,7350,125,7225,33,6,239,80,2770,1925,200,50,1828,9,78,7
MAŁOPOLSKIE,26,121101,Nowy Targ,nowotarski,15,24708,15154,15142,181,14961,73,23,183,306,3733,4878,173,241,5117,10,200,24
MAŁOPOLSKIE,26,121109,Nowy Targ gm.,nowotarski,21,14740,8575,8573,212,8361,29,12,423,72,2900,1816,293,91,2510,10,198,7
MAŁOPOLSKIE,26,121110,Ochotnica Dolna,nowotarski,4,5354,2913,2913,97,2816,9,4,209,22,1251,536,76,20,605,4,73,7
MAŁOPOLSKIE,26,121705,Poronin,tatrzański,8,7460,3878,3878,89,3789,5,3,84,20,1468,613,72,20,1304,6,182,12
MAŁOPOLSKIE,26,121111,Raba Wyżna,nowotarski,10,9304,5278,5276,117,5159,21,7,223,54,1847,1441,186,116,1159,8,89,8
MAŁOPOLSKIE,26,121112,Rabka,nowotarski,13,13084,8209,8208,113,8095,46,6,223,117,3084,2245,138,85,2010,10,124,7
MAŁOPOLSKIE,26,121113,Spytkowice,nowotarski,3,2688,1486,1483,42,1441,4,2,76,14,592,347,46,21,308,1,23,7
MAŁOPOLSKIE,26,121507,Stryszawa,suski,7,8665,5141,5138,107,5031,27,6,218,46,1396,2000,148,27,1024,7,123,9
MAŁOPOLSKIE,26,121502,Sucha Beskidzka,suski,7,7554,4763,4763,79,4684,32,15,130,74,1032,1936,75,29,1265,6,80,10
MAŁOPOLSKIE,26,121114,Szaflary,nowotarski,9,6679,3456,3455,73,3382,6,2,102,26,1859,335,110,12,833,1,94,2
MAŁOPOLSKIE,26,121102,Szczawnica,nowotarski,5,5711,3316,3309,55,3254,5,5,74,47,648,1247,57,35,1063,3,68,2
MAŁOPOLSKIE,26,121701,Zakopane,tatrzański,20,23555,14751,14725,170,14555,37,15,172,220,3675,4434,151,176,5354,7,292,22
MAŁOPOLSKIE,26,121508,Zawoja,suski,8,6447,3618,3617,87,3530,11,4,182,34,1126,1066,106,13,900,2,85,1
MAŁOPOLSKIE,26,121509,Zembrzyce,suski,5,4043,2411,2411,49,2362,17,3,124,26,527,818,95,21,663,3,58,7
MAŁOPOLSKIE,27,120101,Bochnia,bocheński,16,22324,14480,14479,143,14336,106,31,351,306,2617,6340,166,153,4088,12,154,12
MAŁOPOLSKIE,27,120102,Bochnia gm.,bocheński,15,11789,6607,6603,96,6507,28,5,641,69,1256,2705,269,67,1372,3,77,15
MAŁOPOLSKIE,27,120401,Bolesław,dąbrowski,2,2253,1206,1205,23,1182,5,4,421,5,145,426,91,2,66,2,12,3
MAŁOPOLSKIE,27,120201,Borzęcin,brzeski,6,5966,3542,3539,59,3480,14,1,329,19,916,1231,170,18,699,1,77,5
MAŁOPOLSKIE,27,120202,Brzesko,brzeski,18,25815,16083,16071,249,15822,77,23,649,186,3752,5893,291,129,4610,10,187,15
MAŁOPOLSKIE,27,121601,Ciężkowice,tarnowski,5,7850,4143,4139,89,4050,15,8,618,30,781,1632,287,17,585,5,64,8
MAŁOPOLSKIE,27,120203,Czchów,brzeski,8,6282,3778,3778,93,3685,15,7,417,40,1025,1236,169,34,664,4,65,9
MAŁOPOLSKIE,27,120402,Dąbrowa Tarnowska,dąbrowski,13,14478,7706,7700,131,7569,24,15,792,92,1869,2736,387,26,1533,1,84,10
MAŁOPOLSKIE,27,120204,Dębno,brzeski,11,9463,5955,5953,127,5826,16,9,607,47,1245,2359,171,55,1245,3,55,14
MAŁOPOLSKIE,27,120103,Drwinia,bocheński,4,4502,2533,2533,40,2493,8,3,343,16,482,1038,134,34,388,1,37,9
MAŁOPOLSKIE,27,120205,Gnojnik,brzeski,6,5034,2800,2798,74,2724,6,4,301,18,725,948,124,24,515,2,51,6
MAŁOPOLSKIE,27,120403,Gręboszów,dąbrowski,4,2813,1600,1600,30,1570,0,0,717,12,205,481,69,7,73,1,5,0
MAŁOPOLSKIE,27,121602,Gromnik,tarnowski,6,5863,2976,2974,73,2901,10,5,426,31,845,827,176,25,485,3,61,7
MAŁOPOLSKIE,27,120206,Iwkowa,brzeski,4,4114,2431,2428,50,2378,6,2,415,15,784,629,107,11,360,1,48,0
MAŁOPOLSKIE,27,120104,Lipnica Murowana,bocheński,3,3731,2286,2286,52,2234,6,4,467,26,559,730,67,8,331,1,34,1
MAŁOPOLSKIE,27,121603,Lisia Góra,tarnowski,11,8943,5410,5405,128,5277,9,7,467,49,1435,1802,269,61,1111,2,55,10
MAŁOPOLSKIE,27,120105,Łapanów,bocheński,5,5000,2958,2955,57,2898,11,10,597,44,498,1146,116,17,409,3,39,8
MAŁOPOLSKIE,27,120404,Mędrzechów,dąbrowski,3,2695,1419,1419,34,1385,3,3,295,11,230,568,103,10,155,1,6,0
MAŁOPOLSKIE,27,120106,Nowy Wiśnicz,bocheński,9,8917,5644,5642,111,5531,29,17,495,35,1380,2046,151,62,1230,2,77,7
MAŁOPOLSKIE,27,120405,Olesno,dąbrowski,8,5514,3236,3236,57,3179,4,1,605,10,764,1045,267,38,407,1,29,8
MAŁOPOLSKIE,27,121604,Pleśna,tarnowski,10,7908,4555,4555,77,4478,25,6,513,54,1148,1455,222,62,903,8,80,2
MAŁOPOLSKIE,27,120406,Radgoszcz,dąbrowski,4,5012,2461,2460,55,2405,7,1,638,17,511,712,231,14,243,3,25,3
MAŁOPOLSKIE,27,121605,Radłów,tarnowski,7,6845,3898,3897,83,3814,6,8,455,44,780,1429,178,48,793,2,64,7
MAŁOPOLSKIE,27,121606,Ryglice,tarnowski,8,7993,4407,4406,98,4308,16,7,613,30,1120,1462,288,42,629,7,80,14
MAŁOPOLSKIE,27,121607,Rzepiennik Strzyżewski,tarnowski,6,4943,2803,2802,51,2751,11,5,558,32,613,957,221,27,278,3,44,2
MAŁOPOLSKIE,27,120107,Rzezawa,bocheński,7,7272,4350,4347,80,4267,34,3,394,44,1238,1396,106,81,907,7,51,6
MAŁOPOLSKIE,27,121608,Skrzyszów,tarnowski,6,8740,5205,5201,119,5082,16,5,413,62,1216,1975,208,47,1063,3,64,10
MAŁOPOLSKIE,27,120407,Szczucin,dąbrowski,8,9931,5518,5513,89,5424,17,4,1015,33,624,2732,285,24,645,5,37,3
MAŁOPOLSKIE,27,120207,Szczurowa,brzeski,11,7540,4205,4205,78,4127,11,11,825,36,847,1351,303,26,654,4,49,10
MAŁOPOLSKIE,27,126301,Tarnów,Tarnów,68,92699,58828,58786,574,58212,238,88,950,1343,11273,26557,646,712,15631,38,673,63
MAŁOPOLSKIE,27,121609,Tarnów gm.,tarnowski,13,15040,9240,9230,164,9066,37,13,409,144,2346,3279,281,122,2275,8,130,22
MAŁOPOLSKIE,27,120108,Trzciana,bocheński,5,3465,2222,2221,36,2185,8,2,526,13,556,609,122,10,307,2,28,2
MAŁOPOLSKIE,27,121610,Tuchów,tarnowski,15,12519,7504,7494,125,7369,41,9,749,101,2534,2098,266,131,1284,6,131,19
MAŁOPOLSKIE,27,121611,Wierzchosławice,tarnowski,6,7619,4712,4709,67,4642,19,6,400,57,1262,1558,113,55,1118,4,45,5
MAŁOPOLSKIE,27,121612,Wietrzychowice,tarnowski,5,3137,1941,1939,22,1917,0,2,697,7,283,659,97,2,155,0,14,1
MAŁOPOLSKIE,27,121613,Wojnicz,tarnowski,8,9171,5463,5458,84,5374,26,12,414,58,1326,1801,202,73,1392,3,58,9
MAŁOPOLSKIE,27,121614,Zakliczyn,tarnowski,8,8514,4499,4498,80,4418,25,4,591,38,976,1652,215,41,803,2,60,11
MAŁOPOLSKIE,27,121615,Żabno,tarnowski,10,13577,7802,7793,144,7649,17,8,784,77,2141,2453,336,67,1645,6,97,18
MAŁOPOLSKIE,27,120109,Żegocina,bocheński,4,3399,2244,2244,32,2212,17,1,505,10,666,493,57,10,412,2,39,0
MAZOWIECKIE,28,143104,Warszawa-Centrum,warszawski,451,750381,503715,503352,3770,499582,2762,1490,6487,11535,98769,223189,3212,5619,138492,724,6504,799
MAZOWIECKIE,28,149999,Zagranica,Zagranica,167,69625,57711,57649,484,57165,124,66,961,765,21469,17912,303,1161,13027,47,1193,137
MAZOWIECKIE,29,143101,Warszawa-Bemowo,warszawski,40,78783,56205,56138,373,55765,317,168,884,1637,7965,27689,375,519,15473,94,565,79
MAZOWIECKIE,29,143102,Warszawa-Białołęka,warszawski,31,33694,22757,22752,239,22513,117,50,460,576,3589,10627,235,234,6267,23,303,32
MAZOWIECKIE,29,143103,Warszawa-Bielany,warszawski,63,110349,74670,74608,630,73978,428,197,1085,1980,15006,30849,520,969,21799,102,942,101
MAZOWIECKIE,29,143112,Warszawa-Rembertów,warszawski,9,15168,10357,10347,98,10249,49,27,186,225,1772,5181,108,118,2420,19,122,22
MAZOWIECKIE,29,143113,Warszawa-Targówek,warszawski,60,100754,64924,64823,529,64294,392,156,1122,1424,12415,30096,608,807,16287,112,778,97
MAZOWIECKIE,29,143114,Warszawa-Ursus,warszawski,16,31986,21264,21248,160,21088,185,41,628,480,4005,9264,231,320,5628,48,221,37
MAZOWIECKIE,29,143115,Warszawa-Ursynów,warszawski,54,93066,66984,66877,540,66337,358,215,952,2199,10021,28281,369,611,22384,71,819,57
MAZOWIECKIE,29,143116,Warszawa-Wawer,warszawski,30,44947,29563,29544,244,29300,204,62,507,878,7583,9383,249,639,9332,57,351,55
MAZOWIECKIE,29,143117,Warszawa-Wilanów,warszawski,6,9767,7113,7110,57,7053,32,16,216,207,1418,2509,64,87,2404,12,79,9
MAZOWIECKIE,29,143118,Warszawa-Włochy,warszawski,22,27996,18318,18314,145,18169,119,50,237,451,3750,7543,170,210,5300,43,277,19
MAZOWIECKIE,30,142003,Baboszewo,płoński,6,6018,2929,2929,35,2894,10,3,516,20,346,1516,193,15,247,1,21,6
MAZOWIECKIE,30,143701,Bieżuń,żuromiński,3,4282,2303,2302,13,2289,10,1,706,8,276,1057,65,2,145,1,14,4
MAZOWIECKIE,30,140201,Ciechanów,ciechanowski,22,35691,23238,23217,170,23047,138,72,810,284,2516,14724,317,150,3800,23,180,33
MAZOWIECKIE,30,140202,Ciechanów gm.,ciechanowski,4,4301,2128,2128,26,2102,3,1,374,8,155,1235,129,3,181,0,9,4
MAZOWIECKIE,30,142004,Czerwińsk nad Wisłą,płoński,5,6305,2870,2866,30,2836,7,4,622,19,406,1297,231,25,208,1,10,6
MAZOWIECKIE,30,142005,Dzierzążnia,płoński,4,3088,1468,1468,19,1449,3,2,336,10,153,733,121,7,78,2,3,1
MAZOWIECKIE,30,141302,Dzierzgowo,mławski,4,2783,1516,1516,19,1497,5,2,335,2,87,875,96,12,77,1,4,1
MAZOWIECKIE,30,140203,Glinojeck,ciechanowski,4,6072,3131,3128,50,3078,5,8,232,24,223,2289,105,4,169,1,12,6
MAZOWIECKIE,30,140204,Gołymin-Ośrodek,ciechanowski,2,3096,1486,1486,17,1469,6,0,435,5,129,677,100,7,90,0,16,4
MAZOWIECKIE,30,140205,Grudusk,ciechanowski,2,3117,1751,1749,14,1735,1,2,302,13,208,1013,60,13,108,0,12,3
MAZOWIECKIE,30,142401,Gzy,pułtuski,4,3054,1579,1579,23,1556,2,2,574,10,135,691,64,9,60,3,6,0
MAZOWIECKIE,30,142006,Joniec,płoński,3,2006,996,996,26,970,4,1,141,5,103,555,57,4,95,1,4,0
MAZOWIECKIE,30,143702,Kuczbork-Osada,żuromiński,4,4078,2547,2545,35,2510,1,6,478,7,185,1638,69,5,110,0,9,2
MAZOWIECKIE,30,141303,Lipowiec Kościelny,mławski,4,3847,2028,2028,30,1998,9,3,311,9,153,1264,91,4,139,3,12,0
MAZOWIECKIE,30,143703,Lubowidz,żuromiński,3,5758,3052,3044,35,3009,11,4,364,4,487,1712,162,10,228,4,21,2
MAZOWIECKIE,30,143704,Lutocin,żuromiński,4,3703,1871,1871,27,1844,6,3,557,8,192,880,113,4,64,2,14,1
MAZOWIECKIE,30,141301,Mława,mławski,14,22683,14004,14000,123,13877,73,28,445,148,1759,8934,184,75,2093,12,109,17
MAZOWIECKIE,30,142007,Naruszewo,płoński,5,5364,2367,2367,35,2332,4,2,365,12,149,1500,153,16,120,1,9,1
MAZOWIECKIE,30,142008,Nowe Miasto,płoński,3,3734,1748,1747,36,1711,5,3,182,9,211,1034,83,3,173,1,6,1
MAZOWIECKIE,30,142402,Obryte,pułtuski,7,3801,2102,2102,44,2058,7,7,626,20,305,807,121,7,138,0,17,3
MAZOWIECKIE,30,140206,Ojrzeń,ciechanowski,4,3230,1656,1656,30,1626,8,4,199,5,138,1032,102,2,120,0,16,0
MAZOWIECKIE,30,140207,Opinogóra Górna,ciechanowski,6,4496,2354,2354,27,2327,1,5,600,10,162,1256,157,5,117,3,9,2
MAZOWIECKIE,30,142001,Płońsk,płoński,12,17198,10457,10453,99,10354,47,27,266,122,1181,6557,169,78,1784,20,85,18
MAZOWIECKIE,30,142009,Płońsk gm.,płoński,7,5132,2286,2286,32,2254,5,5,314,9,211,1371,138,10,168,4,19,0
MAZOWIECKIE,30,142403,Pokrzywnica,pułtuski,4,3465,1548,1548,32,1516,2,4,591,9,175,569,53,3,104,1,3,2
MAZOWIECKIE,30,142404,Pułtusk,pułtuski,18,17474,10568,10567,97,10470,50,35,1192,177,1377,5766,175,78,1543,11,54,12
MAZOWIECKIE,30,142002,Raciąż,płoński,2,3508,2044,2041,27,2014,21,3,118,18,339,1141,42,4,302,3,17,6
MAZOWIECKIE,30,142010,Raciąż gm.,płoński,5,7031,3188,3182,53,3129,4,3,941,13,324,1504,157,9,142,0,25,7
MAZOWIECKIE,30,141304,Radzanów,mławski,4,2822,1658,1658,21,1637,7,0,382,9,219,849,53,1,99,4,11,3
MAZOWIECKIE,30,140208,Regimin,ciechanowski,4,3720,1923,1923,30,1893,3,0,274,11,175,1206,59,2,153,0,9,1
MAZOWIECKIE,30,143705,Siemiątkowo Koziebrodzkie,żuromiński,3,2926,1277,1277,18,1259,2,2,333,3,119,656,91,3,43,1,6,0
MAZOWIECKIE,30,142011,Sochocin,płoński,3,4580,2257,2257,29,2228,10,6,283,23,218,1270,124,6,257,1,26,4
MAZOWIECKIE,30,140209,Sońsk,ciechanowski,5,5990,3152,3152,49,3103,7,1,721,21,286,1537,146,22,338,3,19,2
MAZOWIECKIE,30,141305,Strzegowo,mławski,5,6176,3120,3117,45,3072,8,5,588,22,277,1696,169,13,254,4,30,6
MAZOWIECKIE,30,141306,Stupsk,mławski,3,3829,2020,2019,19,2000,7,2,352,6,174,1212,86,2,142,0,14,3
MAZOWIECKIE,30,141307,Szreńsk,mławski,3,3446,1921,1920,20,1900,6,1,476,7,183,1022,100,8,78,0,18,1
MAZOWIECKIE,30,141308,Szydłowo,mławski,3,3574,1959,1959,28,1931,3,5,360,9,92,1286,74,8,76,1,17,0
MAZOWIECKIE,30,142405,Świercze,pułtuski,5,3526,1699,1699,22,1677,1,2,345,3,171,958,56,6,124,2,8,1
MAZOWIECKIE,30,141309,Wieczfnia Kościelna,mławski,4,3091,1752,1752,8,1744,15,5,408,7,149,991,97,5,53,3,9,2
MAZOWIECKIE,30,142406,Winnica,pułtuski,4,3057,1771,1771,19,1752,5,1,580,8,197,757,90,3,97,2,9,3
MAZOWIECKIE,30,141310,Wiśniewo,mławski,4,3908,2309,2309,30,2279,3,1,376,8,228,1426,93,2,122,4,13,3
MAZOWIECKIE,30,142012,Załuski,płoński,4,4204,1953,1953,24,1929,8,1,464,13,251,903,127,14,133,1,11,3
MAZOWIECKIE,30,142407,Zatory,pułtuski,5,3513,2121,2121,39,2082,7,2,1061,13,166,675,56,8,85,0,3,6
MAZOWIECKIE,30,143706,Żuromin,żuromiński,9,10737,6550,6550,56,6494,15,7,862,46,679,3988,201,21,630,4,38,3
MAZOWIECKIE,31,143201,Błonie,warszawski zachodni,11,15040,8912,8912,94,8818,59,26,369,133,1219,4752,182,101,1857,13,96,11
MAZOWIECKIE,31,141402,Czosnów,nowodworski,5,6179,3251,3251,62,3189,23,3,215,44,570,1537,90,69,593,5,34,6
MAZOWIECKIE,31,143405,Dąbrówka,wołomiński,6,4706,2513,2513,59,2454,6,2,761,32,502,774,96,28,232,2,14,5
MAZOWIECKIE,31,143202,Izabelin,warszawski zachodni,3,6189,3869,3866,41,3825,21,6,72,106,943,1220,45,51,1271,3,83,4
MAZOWIECKIE,31,140802,Jabłonna,legionowski,5,6135,3716,3716,41,3675,18,8,113,53,796,1426,79,63,1048,5,54,12
MAZOWIECKIE,31,143406,Jadów,wołomiński,5,5932,2602,2602,65,2537,8,2,297,22,425,1183,141,28,395,2,34,0
MAZOWIECKIE,31,143203,Kampinos,warszawski zachodni,2,2887,1387,1387,21,1366,5,0,159,16,160,759,86,14,158,1,7,1
MAZOWIECKIE,31,143407,Klembów,wołomiński,7,6001,3190,3190,55,3135,13,2,321,23,777,1171,147,28,600,4,42,7
MAZOWIECKIE,31,143401,Kobyłka,wołomiński,7,11929,7594,7591,96,7495,54,22,229,169,2005,2430,97,185,2177,7,98,22
MAZOWIECKIE,31,140801,Legionowo,legionowski,21,39237,25153,25149,222,24927,146,47,591,432,4133,12825,305,308,5812,28,266,34
MAZOWIECKIE,31,141403,Leoncin,nowodworski,4,3741,1836,1835,40,1795,10,4,170,14,413,733,89,23,312,1,24,2
MAZOWIECKIE,31,143204,Leszno,warszawski zachodni,5,5966,3171,3169,92,3077,13,9,163,40,420,1743,98,13,540,3,30,5
MAZOWIECKIE,31,143205,Łomianki,warszawski zachodni,8,12933,8324,8307,90,8217,54,9,166,197,1849,2846,90,166,2718,14,97,11
MAZOWIECKIE,31,143402,Marki,wołomiński,8,14109,7798,7794,94,7700,36,16,184,162,2084,2685,112,159,2127,12,109,14
MAZOWIECKIE,31,141404,Nasielsk,nowodworski,14,14039,7098,7092,103,6989,12,20,791,59,1048,3753,204,51,981,6,52,12
MAZOWIECKIE,31,140803,Nieporęt,legionowski,9,8150,4951,4947,57,4890,32,5,236,102,893,2149,106,118,1201,3,37,8
MAZOWIECKIE,31,141401,Nowy Dwór Mazowiecki,nowodworski,13,20946,13344,13344,95,13249,58,29,230,201,1526,8746,165,98,2056,19,95,26
MAZOWIECKIE,31,143206,Ożarów Mazowiecki,warszawski zachodni,13,14766,8495,8494,97,8397,54,10,504,155,1594,3799,165,97,1878,17,114,10
MAZOWIECKIE,31,141405,Pomiechówek,nowodworski,6,6589,3735,3735,49,3686,11,4,220,59,508,2037,134,47,620,2,40,4
MAZOWIECKIE,31,143408,Poświętne,wołomiński,5,4203,2004,2001,52,1949,5,4,300,16,566,576,109,45,308,4,14,2
MAZOWIECKIE,31,143409,Radzymin,wołomiński,9,13080,7098,7092,106,6986,26,13,535,100,1885,2430,202,164,1527,2,88,14
MAZOWIECKIE,31,140804,Serock,legionowski,7,7939,4175,4173,47,4126,12,7,440,59,510,2265,85,36,666,5,39,2
MAZOWIECKIE,31,143207,Stare Babice,warszawski zachodni,6,9065,4967,4955,65,4890,33,9,248,82,949,1871,137,70,1400,9,71,11
MAZOWIECKIE,31,143410,Strachówka,wołomiński,6,2579,978,978,11,967,2,0,125,8,171,454,67,19,102,3,15,1
MAZOWIECKIE,31,143411,Tłuszcz,wołomiński,11,13077,6662,6662,117,6545,24,18,600,69,1278,2991,210,56,1197,7,83,12
MAZOWIECKIE,31,140805,Wieliszew,legionowski,4,5730,3225,3223,53,3170,15,9,172,37,557,1580,106,21,633,3,34,3
MAZOWIECKIE,31,143412,Wołomin,wołomiński,25,36529,22539,22534,385,22149,142,61,711,439,5093,8497,348,340,6128,24,318,48
MAZOWIECKIE,31,141406,Zakroczym,nowodworski,4,4688,2408,2407,36,2371,11,6,205,25,339,1356,94,10,295,4,20,6
MAZOWIECKIE,31,143403,Ząbki,wołomiński,8,13674,8373,8358,83,8275,25,14,233,191,2262,2756,111,187,2360,14,99,23
MAZOWIECKIE,31,143404,Zielonka,wołomiński,8,12256,8231,8230,67,8163,51,17,213,203,1993,3252,78,143,2117,3,79,14
MAZOWIECKIE,32,141602,Andrzejewo,ostrowski,4,3530,2263,2254,15,2239,5,4,1267,9,335,391,129,21,64,1,11,2
MAZOWIECKIE,32,141501,Baranowo,ostrołęcki,6,5308,2916,2916,72,2844,8,1,715,16,500,1254,162,5,155,0,23,5
MAZOWIECKIE,32,141603,Boguty-Pianki,ostrowski,5,2358,1457,1454,18,1436,5,1,603,6,328,276,119,23,71,0,4,0
MAZOWIECKIE,32,143501,Brańszczyk,wyszkowski,8,6291,3575,3574,78,3496,15,3,664,25,762,1480,135,48,322,1,34,7
MAZOWIECKIE,32,141604,Brok,ostrowski,3,2120,1287,1287,22,1265,5,3,115,2,454,434,68,6,166,0,11,1
MAZOWIECKIE,32,142202,Chorzele,przasnyski,11,8044,4151,4148,85,4063,20,5,715,21,838,1832,212,24,326,3,62,5
MAZOWIECKIE,32,141502,Czarnia,ostrołęcki,4,2078,961,961,29,932,1,5,310,4,185,241,83,6,81,0,12,4
MAZOWIECKIE,32,142203,Czernice Borowe,przasnyski,4,3054,1605,1605,21,1584,2,1,570,12,130,721,63,7,59,0,14,5
MAZOWIECKIE,32,141503,Czerwin,ostrołęcki,8,4121,2469,2469,43,2426,6,3,821,8,511,739,185,30,109,1,11,2
MAZOWIECKIE,32,141102,Czerwonka,makowski,4,2014,1037,1037,21,1016,4,1,217,6,241,376,80,11,70,2,7,1
MAZOWIECKIE,32,143502,Długosiodło,wyszkowski,10,5946,2865,2865,54,2811,9,2,608,15,502,1181,148,30,293,0,21,2
MAZOWIECKIE,32,141504,Goworowo,ostrołęcki,8,6820,3193,3192,49,3143,5,3,694,16,576,1371,225,18,216,2,14,3
MAZOWIECKIE,32,142204,Jednorożec,przasnyski,10,5405,2781,2781,55,2726,13,10,556,12,424,1299,221,13,144,4,25,5
MAZOWIECKIE,32,141505,Kadzidło,ostrołęcki,11,7629,4262,4259,80,4179,12,9,954,32,727,1814,244,32,300,7,40,8
MAZOWIECKIE,32,141103,Karniewo,makowski,4,4099,2253,2252,47,2205,6,1,808,15,204,939,81,14,129,0,3,5
MAZOWIECKIE,32,142205,Krasne,przasnyski,3,3111,1565,1564,22,1542,5,2,336,8,147,893,80,7,59,0,5,0
MAZOWIECKIE,32,141104,Krasnosielc,makowski,6,5180,2834,2833,53,2780,8,2,675,9,532,1239,84,8,195,3,21,4
MAZOWIECKIE,32,142206,Krzynowłoga Mała,przasnyski,7,2860,1701,1700,20,1680,2,2,660,8,332,464,97,18,78,0,18,1
MAZOWIECKIE,32,141506,Lelis,ostrołęcki,8,5433,3056,3054,58,2996,11,6,679,17,779,1061,201,19,191,3,21,8
